rank_test_score,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split0_train_score
1,-0.8005298376083374,0.0,-0.7995689511299133,0.0,7.516794443130493,0.0,0.11989212036132812,0.0,{},-0.8005298376083374,-0.7995689511299133
